epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,train_pr_auc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc
11,0.6516758799552917,0.7369418902265618,0.21008403361344538,0.45245813074014046,0.28693790149892934,0.6772863439887663,0.21464503243678676,0.6285883188247681,0.7537599528162784,0.24113475177304963,0.5138539042821159,0.32823813354786807,0.7299104926898297,0.2766132152456627
12,0.6495111584663391,0.7588081018737953,0.223830265561332,0.43030794165316044,0.29448192993807193,0.6859062125099286,0.22320450417539922,0.6247310638427734,0.7527278089059275,0.24286546301688994,0.5251889168765743,0.3321385902031063,0.7339464823854257,0.2831945423275933
13,0.6483239531517029,0.7552374632666603,0.22384594373122096,0.4427336574824419,0.29735123367198835,0.6897200151683301,0.22865850582005476,0.6194442510604858,0.7394573872014155,0.24327176781002638,0.5806045340050378,0.3428783934548159,0.7374951414163341,0.2888207727308164
14,0.6523676514625549,0.7825702278257023,0.23938350549270374,0.3943814154511075,0.29792878277726764,0.6906905534033578,0.23280038870679398,0.6135367155075073,0.7062813329401356,0.23211091234347048,0.6536523929471033,0.34257425742574255,0.7404906370255204,0.29343964962909913
15,0.6327834129333496,0.7277783044206402,0.22401977305920684,0.5386277687736358,0.3164325954137904,0.7070223752201374,0.24512196757614482,0.6089299917221069,0.6638159834856975,0.21641221374045802,0.7141057934508817,0.3321616871704745,0.7430291944089691,0.2968223171337657
16,0.6268187761306763,0.6528264922425506,0.1990415599438156,0.6507293354943274,0.3048402404302436,0.7069717770657595,0.24940506124723505,0.6062721014022827,0.6254792096726629,0.20386702849389415,0.756926952141058,0.3212185996793159,0.7448718806210237,0.29966920467051544
17,0.627034068107605,0.6694473409801877,0.2046666084068863,0.6326310102647218,0.30927698910531526,0.7090543195763771,0.2526126203676542,0.6050471067428589,0.5905337658507814,0.19198508853681268,0.7783375314861462,0.3079990032394717,0.7465806928718899,0.3028249849763919
18,0.620829164981842,0.6292855562928555,0.1956488781079442,0.6971907077255538,0.3055522670770688,0.7164787106416779,0.2570613292334108,0.604528546333313,0.571217929814214,0.1865361803084223,0.792191435768262,0.30196831493038884,0.7482256704845458,0.3060133738350419
19,0.6217058897018433,0.6219546876481183,0.19309063893016346,0.702052944354403,0.3028784523948258,0.7161802786769838,0.26087500118074297,0.6042362451553345,0.5597168976703037,0.1836027713625866,0.801007556675063,0.29873179896665103,0.7499069297284746,0.3096913660901174
20,0.6210212111473083,0.5754731886118748,0.1825298453910888,0.7558076715289033,0.29404655561977827,0.7220727283342607,0.27088799492019267,0.6029702425003052,0.5583898554998525,0.18385521401896007,0.8060453400503779,0.2994152046783626,0.7518149228768201,0.31421948663280597
21,0.6213900446891785,0.5864062944354915,0.18661948320758495,0.7549972987574284,0.2992665560254832,0.7225235637378702,0.26381707834376145,0.6004892587661743,0.565467413742259,0.18642586658898921,0.8060453400503779,0.3028152353915306,0.7538837120083997,0.3197146720209964
22,0.6180915832519531,0.5862483015767688,0.18726691529035694,0.7595894111291194,0.3004594507960252,0.7283934377929789,0.268464752983852,0.5969966650009155,0.5830138602182248,0.19163129169193452,0.7959697732997482,0.3088954056695992,0.7561262323134935,0.32618911600964406
23,0.6118209362030029,0.643094132145227,0.20225864638067603,0.6966504592112371,0.3134990579225673,0.7295029964991624,0.28051433083676175,0.5936701893806458,0.598938366263639,0.19716981132075473,0.7896725440806045,0.3155510820332159,0.7582492861457591,0.3326206970933813
24,0.6092756986618042,0.6337725534805827,0.20075872534142641,0.7147487844408428,0.3134699680132686,0.7327251646868671,0.2881781955966095,0.5903948545455933,0.6216455322913594,0.20505992010652463,0.7758186397984886,0.3243812532912059,0.7602404641356602,0.33950458935965705
25,0.6111494302749634,0.605428634625715,0.19272472892619796,0.7441923284710967,0.30616213813413345,0.7346495136555087,0.2976699365611277,0.5871366262435913,0.6503981126511353,0.21565091958168048,0.7531486146095718,0.33529576675077094,0.7622702373681031,0.3464762982094612
26,0.6052049398422241,0.6806332353777609,0.2185605061956235,0.6717990275526742,0.3298189775213845,0.7388718424001609,0.29912225204601417,0.5846328735351562,0.670008846947803,0.22252113758647193,0.7292191435768262,0.3409893992932862,0.7639859904527778,0.3525113729837552
27,0.6015945672988892,0.6737447467374474,0.21805023414218816,0.6917882225823879,0.33158542111736905,0.7442010764565227,0.31085569459315937,0.5826758146286011,0.691094072544972,0.23285420944558521,0.7141057934508817,0.3511923196035925,0.7655285381846816,0.3594157969544059
28,0.600566565990448,0.6881852940247101,0.22300089847259658,0.6704484062668827,0.3346817691477886,0.7432403543311084,0.3070472643355854,0.5811719298362732,0.7086405190209378,0.24192139737991267,0.6977329974811083,0.35927367055771725,0.7668325736275237,0.3649238199414347
29,0.6014805436134338,0.7146332985749044,0.23474365355898458,0.6369529983792545,0.3430566669091439,0.7431896256819199,0.31124066191893757,0.5797644853591919,0.7207313476850487,0.24885844748858446,0.6863979848866498,0.36528150134048254,0.7680146186579709,0.37019366589485403
30,0.5981149673461914,0.7208582172085821,0.2389092389092389,0.6342517558076716,0.3470805617147081,0.7452632413808903,0.32001408052841,0.5782188177108765,0.7275140076673547,0.25396825396825395,0.6851385390428212,0.37057220708446864,0.7689943278664801,0.37533635707646634
31,0.6003060936927795,0.7357411445002686,0.24682237914177077,0.6137223122636413,0.35205702332067873,0.7469974980761681,0.31775976869776773,0.5764063596725464,0.7264818637570039,0.2531409958120056,0.6851385390428212,0.3696907917091404,0.7699153554800616,0.3774413349885414
32,0.5932062268257141,0.7119158214048725,0.2389858285934638,0.6696380334954078,0.3522557726465364,0.7528864775381217,0.3285506925949379,0.5746023058891296,0.7242701268062518,0.2513863216266174,0.6851385390428212,0.36781609195402304,0.7708603605195277,0.38089864754553326
33,0.5922110676765442,0.7369102916548173,0.25177152673394887,0.6334413830361967,0.36032575291948366,0.7538718535163857,0.3335372356448191,0.5728214383125305,0.7191094072544972,0.24898328061455038,0.6939546599496221,0.36647821749251747,0.7717264924475314,0.3849283803899786
34,0.5911620259284973,0.7007615255790438,0.22899830858861117,0.6582928146947596,0.3397936419408812,0.7502430779994547,0.3380681220570792,0.5713374614715576,0.7109997051017399,0.24496937882764655,0.7052896725440806,0.36363636363636365,0.7724878808835135,0.38776674097301495
35,0.5893287062644958,0.7307485701646286,0.24861763171622325,0.6437061048082118,0.35869647023406337,0.7534704128150157,0.3392746351748825,0.570216715335846,0.7027425538189325,0.2408821034775233,0.7153652392947103,0.36040609137055835,0.7732381219197421,0.39050279778926916
36,0.5873169302940369,0.7000979555724082,0.2332995485119322,0.6839546191247974,0.34792167639986255,0.7565938495959349,0.34078337390799984,0.5692867040634155,0.6984665290474786,0.23883089770354907,0.7204030226700252,0.3587331451865789,0.7739974070727517,0.3931486641966702
37,0.5828217267990112,0.7081871899390147,0.23478094142459974,0.6615343057806591,0.34656477747116676,0.7585415958007349,0.35020180441356774,0.568443238735199,0.6946328516661752,0.23670103092783504,0.7229219143576826,0.3566324945635291,0.7748279935185232,0.39607487082365705
38,0.5859147906303406,0.6828135368281354,0.22413793103448276,0.6952998379254457,0.3389964440932438,0.7580172386544187,0.3471920667908758,0.5672403573989868,0.697729283397228,0.23855120732722732,0.7216624685138538,0.3585732165206508,0.7756939151182298,0.39942007452062517
39,0.5842503309249878,0.677631371062028,0.2239211688752973,0.7120475418692599,0.34070052992115807,0.7614022401995738,0.35338141203317347,0.5655707716941833,0.7068711294603361,0.24267241379310345,0.7090680100755667,0.3615928066795119,0.776605688286733,0.4023887693324235
40,0.5817716717720032,0.7280942901380858,0.24817668207498716,0.6526202052944354,0.35960407829128527,0.7599222018940307,0.35852888767252816,0.5641018152236938,0.7179298142140962,0.2487651549169286,0.6977329974811083,0.3667659715326051,0.777499162893377,0.40504333859266395
41,0.5821593999862671,0.7136537428508232,0.23995730642344265,0.6680172879524582,0.35308395202741294,0.7595001671783513,0.35854011782337464,0.5628018379211426,0.7310527867885579,0.2566162570888469,0.6838790931989924,0.3731958762886598,0.7783453136331436,0.407512166628619
42,0.5772837996482849,0.7254400101115429,0.24800404244567964,0.6628849270664505,0.3609619769066706,0.7644746148445676,0.36004814622375947,0.5617560148239136,0.7419640224122678,0.2628968253968254,0.6675062972292192,0.3772241992882563,0.7791191114386624,0.4102667864636604
43,0.57960444688797,0.7538787246816444,0.2651959094565092,0.6234467855213398,0.37210802095929063,0.7611392013272965,0.3608556218836986,0.5609918236732483,0.7499262754349749,0.2684804928131417,0.6586901763224181,0.3814733770970095,0.7798456905414523,0.41269292617089387
44,0.5742211937904358,0.7319177173191772,0.25124843945068664,0.6523500810372771,0.3627760252365931,0.7669298215343309,0.3702040392018142,0.5603498816490173,0.7587732232379829,0.2755863539445629,0.6511335012594458,0.3872659176029962,0.780441340279215,0.41420199209259295
45,0.574751079082489,0.7553638575536386,0.26877289377289376,0.6342517558076716,0.3775526611995497,0.7655501337378479,0.37206224628971657,0.5597478747367859,0.7657033323503392,0.28050800662617337,0.6397984886649875,0.39001919385796546,0.7809111085310839,0.4157024312422687
46,0.5732360482215881,0.7382374316680886,0.25544406490179333,0.6464073473797947,0.3661820964039786,0.7681377346622924,0.37451087744779815,0.559154748916626,0.7718961958124447,0.28620102214650767,0.6347607052896725,0.39452054794520547,0.7813884486016534,0.4174388592571872
47,0.5749546885490417,0.7947988750908459,0.3032694475760992,0.5813074014046461,0.3985923319133172,0.7683230179602424,0.38189012380327486,0.5585216283798218,0.7661456797404895,0.2809734513274336,0.6397984886649875,0.3904688700999232,0.7817465325276919,0.41851762131050896
48,0.5713905692100525,0.775460549183177,0.28650275965880584,0.6169638033495408,0.39129689909199933,0.7720706017521684,0.3779562654406241,0.558028519153595,0.7561191388970805,0.2722457627118644,0.6473551637279596,0.3832960477255779,0.7820761169694553,0.4196748664547859
49,0.5708985328674316,0.7665181533794673,0.27850534662982096,0.6261480280929227,0.38553014553014553,0.7703079406865323,0.38005168668340256,0.5578739643096924,0.7441757593630197,0.2634489693313223,0.6599496221662469,0.37657204455623433,0.7823769915986465,0.4202380273675802
50,0.5739495754241943,0.7150440800075837,0.2430891165667891,0.6793625067531064,0.3580580865603645,0.769017482341394,0.3736740937134033,0.557520866394043,0.7415216750221174,0.26179831097863887,0.663727959697733,0.37548984681154257,0.7828198378284696,0.42108377559709814
51,0.5695187449455261,0.7565330047081872,0.26965128323167226,0.63290113452188,0.3781777096279558,0.7727751480656948,0.37734608677084797,0.5571569204330444,0.742258920672368,0.2638613861386139,0.6712846347607053,0.3788201847903341,0.7832280850533981,0.42203678835476693
52,0.5714869499206543,0.7370998830852845,0.2563317855635289,0.6561318206374932,0.3686447108817727,0.770365049081998,0.37814110903693776,0.5564736127853394,0.7471247419640225,0.2663622526636225,0.6612090680100756,0.37974683544303794,0.7836361219500293,0.42303182494448993
53,0.5675129294395447,0.7431668088602396,0.2611698683358515,0.6537007023230686,0.3732264034546576,0.7746866892103701,0.3870367528158867,0.5557240843772888,0.7536125036862282,0.27149557060969254,0.6561712846347607,0.3840766678953188,0.7840958996077798,0.42384728827715273
54,0.570448100566864,0.7295478244383354,0.25201674665577456,0.6666666666666666,0.3657650981845128,0.7716077028283252,0.38369498474297775,0.5549114942550659,0.7645237393099381,0.2785438499724214,0.6360201511335013,0.3874184886843115,0.7845364322263334,0.42465323208103317
55,0.5669986009597778,0.7485701646285587,0.26561639308141455,0.651269584008644,0.3773378198607089,0.774992723706045,0.38795580132666624,0.5544641613960266,0.7791212031849012,0.2926972909305065,0.6259445843828715,0.39887640449438205,0.7849348991854406,0.4260888035369192
56,0.5681513547897339,0.7728694663001232,0.2870234604105572,0.6345218800648298,0.3952549217566885,0.7750906673108278,0.38318467041957094,0.554237961769104,0.7900324388086111,0.304590570719603,0.6183879093198993,0.4081463009143808,0.7852024367795204,0.42688681058810574
57,0.5687835216522217,0.7677820962492495,0.27969070919415245,0.6253376553214479,0.3865097253527006,0.7731854044164663,0.38746000481335696,0.5541316866874695,0.7963727514007667,0.31173829377806284,0.6120906801007556,0.413089672758181,0.785544851247415,0.42768070531645547
58,0.5663269758224487,0.7608620090371915,0.2738123098525626,0.6320907617504052,0.3821032005225343,0.7746978537663558,0.3915798645675772,0.5541081428527832,0.8027130639929224,0.3193891102257636,0.6057934508816121,0.4182608695652174,0.785844989727566,0.42859661296860213
59,0.5714634656906128,0.803994059468512,0.31449339860554815,0.5726634251755808,0.4060135976252035,0.7724372921688905,0.3845677504352576,0.553851306438446,0.7997640813919198,0.3156862745098039,0.6083123425692695,0.4156626506024096,0.7861373460607192,0.42925807282495543
60,0.5646960139274597,0.7972635636869213,0.3090346186321419,0.593192868719611,0.4063656550703183,0.7771817451486622,0.3918490629758616,0.5535917282104492,0.7909171335889118,0.3057285180572852,0.6183879093198993,0.4091666666666667,0.7863655522632167,0.4297309799231429
61,0.5637724995613098,0.7765664991942364,0.2882996104059319,0.6196650459211237,0.3935157389141436,0.7776109909108915,0.3942619394729831,0.5534219145774841,0.7823650840460041,0.2967818831942789,0.6272040302267002,0.4029126213592233,0.7866244663971099,0.430450634925373
62,0.5624690651893616,0.7700255948431131,0.2837968561064087,0.6339816315505132,0.39208152355496156,0.7791264658071215,0.4003134622669826,0.5533023476600647,0.7742553818932468,0.289548829240434,0.6385390428211587,0.3984282907662082,0.7868488866902571,0.4311761090540161
63,0.5625388026237488,0.7622207476222075,0.27677215928996846,0.640194489465154,0.38646555238483493,0.7789267604160716,0.39766807827667305,0.5531705617904663,0.7685048658212916,0.28420467185761955,0.6435768261964736,0.39429012345679015,0.787169321851091,0.43189060830465253
64,0.5620394945144653,0.7737226277372263,0.28823313334149625,0.6358725013506212,0.3966635773864689,0.7799565239623754,0.392220354696413,0.5529989004135132,0.7636390445296373,0.28028245518739814,0.6498740554156172,0.3916508538899431,0.7874674622124181,0.4326931556264451
65,0.5610340237617493,0.7742914020286283,0.2884024105276104,0.6334413830361967,0.39634919293501225,0.7797321405527703,0.4015326202954462,0.5528295636177063,0.7609849601887348,0.27828418230563,0.6536523929471033,0.39037232042121095,0.7877664438869343,0.43358848284077567
66,0.559009850025177,0.7759345277593452,0.29077663909124585,0.6361426256077796,0.3991187187526481,0.7826187340862786,0.40508861831370124,0.5524317026138306,0.7601002654084341,0.27833954230973923,0.6586901763224181,0.39132061354283576,0.7880477579844829,0.43427377235919884
67,0.5598942041397095,0.7517932189465036,0.2718382595319196,0.6682874122096164,0.3864719206435992,0.7826302562947072,0.3980204697956681,0.5517930388450623,0.7642288410498378,0.2813688212927757,0.6523929471032746,0.393168880455408,0.7883232880538573,0.4351596155418138
68,0.5628687739372253,0.7659809776598098,0.2811392105885134,0.6426256077795786,0.39115422558368956,0.7790334326737159,0.3968788825630531,0.5512655973434448,0.7707166027720437,0.2865956253505328,0.6435768261964736,0.3965851765618936,0.7885369816038457,0.4359865401752547
69,0.5593152642250061,0.7680980819666952,0.28512347867186577,0.6518098325229605,0.3967118783394985,0.7826543736688926,0.40412911137314533,0.5506795644760132,0.7780890592745503,0.2929528246942341,0.6335012594458438,0.40063719633612105,0.7887505699896855,0.4362782751971817
70,0.558906614780426,0.7859512750023699,0.30005206977349647,0.6226364127498649,0.40495432185523533,0.7826721257962238,0.3996996440705873,0.550403892993927,0.7838395753465055,0.29856115107913667,0.6272040302267002,0.4045491470349309,0.7888495294535335,0.43684310448459995
71,0.55955970287323,0.7698992005561348,0.2853202206764212,0.6426256077795786,0.3951827242524917,0.7822661757741894,0.4026210137354829,0.5500934720039368,0.7903273370687113,0.3052109181141439,0.6196473551637279,0.40897755610972564,0.78904892067931,0.4373185049086572
72,0.5605238676071167,0.7889847378898474,0.30317460317460315,0.6191247974068071,0.4070324986680874,0.7817263864082793,0.40092378010011964,0.5496665835380554,0.7947508109702153,0.31075949367088607,0.6183879093198993,0.41364785172704294,0.7893620995138894,0.4380199011945451
73,0.5589936375617981,0.7992226751350839,0.31464914733016497,0.6080497028633172,0.4147015475313191,0.7818734443931165,0.4065844067821182,0.5491470694541931,0.7931288705396639,0.3088512241054614,0.6196473551637279,0.4122329283619606,0.7896817985256828,0.4384616603397617
74,0.5580679178237915,0.7821910449647675,0.294420822059013,0.617233927606699,0.3986739945912937,0.782256151839508,0.4063712513623967,0.5486933588981628,0.7884104983780595,0.3037354562155542,0.6246851385390428,0.40873506386485375,0.789860998234925,0.4387568425101175
75,0.5584964156150818,0.7863304578633046,0.3,0.619935170178282,0.40433403805496826,0.783122671211366,0.4086850818951463,0.5483341217041016,0.7816278383957534,0.2966252220248668,0.6309823677581864,0.40354409987917844,0.7900492420609482,0.4389341857827635
76,0.5581561326980591,0.7845609378456094,0.298863929770204,0.6253376553214479,0.4044374563242488,0.7830934113750295,0.40289884009364074,0.5481323003768921,0.7724859923326453,0.2887760857304005,0.6448362720403022,0.3989092325671991,0.79024137696047,0.43923120204835897
77,0.5547313094139099,0.7756185420418997,0.29256682533870376,0.6474878444084279,0.40302648171500627,0.7871276922650119,0.4104880982208981,0.5480355024337769,0.7665880271306399,0.28359846407021394,0.6511335012594458,0.3951089033244173,0.7904286743091556,0.4398773997384891
78,0.5551705360412598,0.7763453091920245,0.2926289926289926,0.6434359805510534,0.40229690930586043,0.7871189587790093,0.4069535854942457,0.5480580925941467,0.7645237393099381,0.2849491162292448,0.6700251889168766,0.39984968057121384,0.7905016582282953,0.440284405187356
79,0.5575704574584961,0.7866780421524947,0.3031124886994705,0.6339816315505132,0.4101354303189166,0.7859623204451824,0.4005066385958417,0.5482415556907654,0.7580359775877322,0.2795419052576783,0.6763224181360201,0.39558011049723757,0.7904914573058796,0.4408893610322801
80,0.553939938545227,0.7537207318229217,0.2754609306409131,0.678011885467315,0.39175901357889814,0.7889743001587494,0.41114253650292526,0.5480101704597473,0.7595104688882336,0.2812336644014637,0.6775818639798489,0.3974879940893979,0.7905263718032203,0.4413860772396537
81,0.5554195046424866,0.7486017632003034,0.26940589765828277,0.6712587790383576,0.38449636391768527,0.7863304994693694,0.4102787563177523,0.5474756360054016,0.7657033323503392,0.2852512155591572,0.6649874055415617,0.3992438563327032,0.7906357425177811,0.4418863183307454
82,0.5564392805099487,0.7796947577969475,0.2958801498127341,0.640194489465154,0.40471311475409844,0.7846026515192157,0.4041696819389192,0.5471566915512085,0.7726334414626954,0.2910614525139665,0.6561712846347607,0.403250773993808,0.7907100935708529,0.44255478540247867
83,0.5526353716850281,0.7779252377792524,0.2935700099304866,0.6388438681793626,0.4022792992005443,0.7889206281266193,0.4136811422451394,0.5469974279403687,0.7795635505750516,0.29681159420289854,0.6448362720403022,0.40651052004763794,0.790713879480203,0.4427743850778628
84,0.5542770028114319,0.7807375106645179,0.29751032153133994,0.6423554835224203,0.4066695168875588,0.7877239665511837,0.40765949235458265,0.5470155477523804,0.7823650840460041,0.2982248520710059,0.6347607052896725,0.40579710144927533,0.7907214512989034,0.44309246217164855
85,0.5553441047668457,0.7958100293866717,0.3116812227074236,0.6169638033495408,0.41414324569356303,0.7871629451963362,0.4088289918835982,0.547149658203125,0.7823650840460041,0.2987012987012987,0.6372795969773299,0.4067524115755627,0.7906835922054016,0.443278824062247
86,0.5539303421974182,0.7858564792871362,0.3022508038585209,0.6347920043219881,0.409514681536987,0.7879066592854936,0.41284958178778725,0.5473214983940125,0.7798584488351519,0.29786003470213995,0.6486146095717884,0.40824415378517637,0.7906824353997667,0.4435903223392746
87,0.5528543591499329,0.7891427307485701,0.30563914693183303,0.631010264721772,0.41181137064786244,0.787496248274206,0.4148564570059811,0.5473440885543823,0.7761722205838986,0.29571106094808125,0.6599496221662469,0.40841777084957126,0.7907637272866471,0.4437335469761964
88,0.5525203943252563,0.7722058962934876,0.28936936936936936,0.6507293354943274,0.40059865303068093,0.7890333901420741,0.4112551902252366,0.5474720597267151,0.7741079327631967,0.293854748603352,0.6624685138539043,0.40712074303405577,0.7908442830244872,0.44387966503604614
89,0.5528386235237122,0.7603880304610232,0.2786586061366488,0.6599135602377093,0.39185179244526425,0.7879653964495165,0.41163290369242245,0.5474362969398499,0.7736655853730463,0.2935933147632312,0.663727959697733,0.4071069911162611,0.7909796292837563,0.44407565278803424
90,0.5536122918128967,0.7609568047524252,0.27923191221853927,0.6599135602377093,0.3924182796562525,0.7883263450945888,0.40739502320932186,0.5472103357315063,0.77779416101445,0.2968660968660969,0.6561712846347607,0.4087877599058454,0.7911997378468103,0.4442913139410031
91,0.5486878156661987,0.7779884349227415,0.2967718268525312,0.6555915721231766,0.40858585858585855,0.7938089202192429,0.4176795762024667,0.5468268990516663,0.7841344736066057,0.30177514792899407,0.6423173803526449,0.4106280193236715,0.7914031253102343,0.4446332357700045
92,0.5491731762886047,0.7772932663443612,0.29696601941747575,0.6609940572663425,0.4098141014905376,0.7933012664086349,0.42101829040132344,0.5463428497314453,0.7897375405485108,0.3070818070818071,0.6335012594458438,0.41365131578947373,0.7916651943685861,0.44461237904801976
93,0.5516054630279541,0.8083546623692609,0.3281454545454545,0.6094003241491086,0.4265859884655384,0.7906384908072206,0.4178282446001169,0.5460836291313171,0.7872309053376585,0.3048707155742634,0.6385390428211587,0.4126984126984127,0.7917404918989952,0.44440409996912644
94,0.548462986946106,0.784086959269441,0.3008523088665564,0.6388438681793626,0.4090633918533253,0.7932037529534117,0.418668647171643,0.5458587408065796,0.784429371866706,0.30236686390532547,0.6435768261964736,0.41143317230273757,0.7917730927850664,0.4445054994405395
95,0.5478466153144836,0.7899326950421841,0.3080031282586027,0.6383036196650459,0.41550905574116404,0.7948584416464425,0.41803398381343004,0.5455445647239685,0.7807431436154527,0.29982668977469673,0.6536523929471033,0.41108910891089107,0.7918766794714535,0.4445118712521538
96,0.5482133030891418,0.7602300376023003,0.28065025965229173,0.671528903295516,0.395859872611465,0.7930274592979438,0.41829931564931644,0.5451542735099792,0.7851666175169566,0.30396215257244236,0.6473551637279596,0.41368209255533195,0.7920261177266371,0.4444984718295254
97,0.5507775545120239,0.7969159793977312,0.31429739675616736,0.6229065370070233,0.4177914666183531,0.7917740904777549,0.4137002582799125,0.5450162887573242,0.7838395753465055,0.3030480656506448,0.6511335012594458,0.41359999999999997,0.7920477815412522,0.44444292980524847
98,0.545966625213623,0.7845609378456094,0.30313368713671973,0.6480280929227444,0.4130509641873278,0.794231235257107,0.41993003098555615,0.5448816418647766,0.7825125331760543,0.30145772594752185,0.6511335012594458,0.4121163810282981,0.7920879542460235,0.44462095876636315
99,0.5485709309577942,0.7905962650488197,0.30869849574885544,0.637493246893571,0.41596897858464793,0.7924621944451936,0.4215778849972531,0.5448400974273682,0.780005897965202,0.29965556831228474,0.6574307304785895,0.4116719242902208,0.7920808030839176,0.44483097242585656
100,0.5465859770774841,0.7786836035011218,0.29987878787878786,0.6682874122096164,0.4139892904953146,0.7950373403649739,0.42439833962860785,0.5449113249778748,0.7782365084046005,0.2976054732041049,0.6574307304785895,0.40973312401883827,0.7920570359863304,0.4449062556111883
101,0.54771488904953,0.7870256264416848,0.3051564905079528,0.6426256077795786,0.4138110975821882,0.7934261451088758,0.4217989596416467,0.5451235771179199,0.7761722205838986,0.2959413754227734,0.6612090680100756,0.40887850467289716,0.7919688032656412,0.4448684285992815
102,0.5482363104820251,0.7897747021834614,0.3073005093378608,0.635602377093463,0.41429703318954136,0.7930454047509198,0.41922395985834554,0.5455372929573059,0.7708640519020937,0.29143798024149287,0.6687657430730478,0.40596330275229364,0.791829671097022,0.4448051628717208
103,0.5468626022338867,0.7941037065124656,0.31254996003197444,0.6337115072933549,0.41862955032119914,0.7930094268484277,0.4245141917317577,0.5462005734443665,0.7636390445296373,0.28495481127060074,0.6750629722921915,0.40074766355140184,0.7916628807573165,0.4447755706869404
104,0.546403169631958,0.7685088633993743,0.28816927753097965,0.6658562938951917,0.40225195822454307,0.7943837691908326,0.4240457876622765,0.5463670492172241,0.7620171040990859,0.28352692713833155,0.6763224181360201,0.3995535714285714,0.7916548882820217,0.4448972476314112
105,0.5454682111740112,0.7766296963377255,0.29665418528807824,0.6634251755807672,0.4099824722477256,0.7961949018287543,0.4218379172369865,0.5461887717247009,0.7645237393099381,0.28586666666666666,0.6750629722921915,0.4016485575121768,0.7916788657079062,0.44490019788454244
106,0.5451352596282959,0.7635794862072234,0.2853248523398455,0.6785521339816315,0.40172717095794014,0.7968467282389512,0.4237553084089681,0.5454987287521362,0.7746977292833972,0.2945128779395297,0.6624685138539043,0.4077519379844961,0.791960915954495,0.4456484586414233
107,0.5453336238861084,0.7883843650267008,0.307395498392283,0.6455969746083198,0.4164851442014464,0.79669270086462,0.42063449812026543,0.5449127554893494,0.783397227956355,0.3032069970845481,0.654911838790932,0.41450777202072536,0.7922791426682079,0.44609392336628223
108,0.5447672605514526,0.7830442064018707,0.3026447105788423,0.6553214478660183,0.4140638334186721,0.7974568253087241,0.4179452201928874,0.5443907380104065,0.7882630492480094,0.30870083432657924,0.6523929471032746,0.41909385113268605,0.7926227139417374,0.4462140052101731
